FID,Name,Type,r2_Residuals,r2_PCs,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel
metap1d,METAP1D,Proteins,0.9681,0.0029,9e-04,0.0149,,0.0047,0,0.002,0.0013,2e-04,,,0.0028,,,,1e-04,0.0021,0,9e-14,NA,0.3,6e-125,NA,2e-46,0.2,4e-14,4e-06,0.001,NA,NA,2e-28,NA,NA,NA,0.5,0.3,0.8
metap2,METAP2,Proteins,0.9418,0.0017,9e-04,0.0351,,0.0083,0,0.0031,0.0037,4e-04,,,0.0031,,,,1e-04,0.0019,1e-04,4e-07,NA,0.8,6e-322,NA,4e-84,0.8,2e-24,7e-30,4e-05,NA,NA,4e-32,NA,NA,NA,0.8,0.7,0.1
mfap3,MFAP3,Proteins,0.9963,8e-04,0,4e-04,,7e-04,0,5e-04,0,0,,,0,,,,1e-04,0.0012,0,0.003,NA,0.8,0.7,NA,3e-08,0.9,0.04,0.9,0.1,NA,NA,0.8,NA,NA,NA,0.8,1,0.3
mfap3l,MFAP3L,Proteins,0.9935,0.0023,1e-04,0.0013,,3e-04,0,3e-04,9e-04,1e-04,,,0,,,,0,0.0012,0,3e-12,NA,0.1,5e-05,NA,0.0005,0.3,0.5,5e-10,0.06,NA,NA,0.2,NA,NA,NA,0.9,1,0.4
mfap4,MFAP4,Proteins,0.888,0.0047,0.0457,0.0021,,0.0017,0,1e-04,0.0145,0.013,,,0.0255,,,,3e-04,0.0018,0.0025,1e-24,NA,0,3e-12,NA,1e-19,0.9,0.9,9e-147,4e-135,NA,NA,4e-260,NA,NA,NA,0.02,0.4,2e-27
mfap5,MFAP5,Proteins,0.8174,0.0066,0.0151,9e-04,,0.1293,0.001,5e-04,0.0256,4e-04,,,2e-04,,,,0,0.0016,0.0012,4e-50,NA,4e-142,0.0006,NA,0,2e-13,0.004,1e-259,1e-05,NA,NA,0.0003,NA,NA,NA,0.9,0.5,5e-16
mfge8,MFGE8,Proteins,0.926,0.0081,0.0066,0.0012,,0.0088,0.0063,5e-04,0.0161,0.0135,,,0.0111,,,,1e-04,0.0014,3e-04,3e-40,NA,3e-37,3e-05,NA,7e-90,2e-65,0.02,2e-131,4e-136,NA,NA,2e-112,NA,NA,NA,0.2,1,0.0003
mgll,MGLL,Proteins,0.955,0.0019,0.0014,0.0285,,0.0013,7e-04,0.0024,0.0016,0,,,0.0039,,,,2e-04,0.0027,2e-04,6e-09,NA,0.02,6e-254,NA,7e-14,1e-08,4e-18,0.0002,0.2,NA,NA,4e-40,NA,NA,NA,0.2,0.004,0.002
mgmt,MGMT,Proteins,0.9665,0.0016,6e-04,0.0207,,0.0018,0,0.0018,6e-04,1e-04,,,0.0037,,,,2e-04,0.0023,1e-04,3e-06,NA,0.7,2e-178,NA,4e-19,0.4,1e-12,0.5,0.03,NA,NA,7e-37,NA,NA,NA,0.08,0.1,0.1
mia,MIA,Proteins,0.9507,0.0128,0.0118,0.0028,,0.0044,0.0019,0.0021,0.0072,0.0044,,,2e-04,,,,1e-04,0.0012,6e-04,5e-107,NA,4e-116,3e-17,NA,9e-45,5e-20,3e-15,2e-71,8e-45,NA,NA,0.002,NA,NA,NA,0.8,1,1e-07
micall2,MICALL2,Proteins,0.9395,0.0065,3e-04,0.0429,,7e-04,1e-04,0.0066,3e-04,1e-04,,,1e-04,,,,2e-04,0.0027,0,1e-53,NA,0.2,0,NA,5e-08,0.02,2e-56,0.9,0.09,NA,NA,0.03,NA,NA,NA,0.1,0.004,0.3
micb_mica,MICB_MICA,Proteins,0.9571,0.013,0.0048,0.0025,,0.0184,1e-04,6e-04,5e-04,1e-04,,,1e-04,,,,0,0.0018,0.001,1e-63,NA,6e-48,8e-15,NA,8e-178,0.05,0.003,3e-05,0.01,NA,NA,0.04,NA,NA,NA,1,0.7,4e-11
mif,MIF,Proteins,0.9434,0.0018,9e-04,0.0355,,0.0045,1e-04,0.0042,8e-04,0,,,0.0063,,,,1e-04,0.0023,0,2e-06,NA,0.004,8e-322,NA,2e-46,0.03,3e-34,0.01,0.3,NA,NA,6e-64,NA,NA,NA,0.8,0.1,0.3
milr1,MILR1,Proteins,0.9577,0.0032,0.0097,0.0015,,0.0028,0,4e-04,0.0182,0.0018,,,5e-04,,,,1e-04,0.0015,0.0025,7e-12,NA,1e-92,9e-07,NA,5e-28,1,0.07,6e-172,6e-19,NA,NA,1e-06,NA,NA,NA,0.6,0.9,1e-25
mindy1,MINDY1,Proteins,0.9464,0.0024,0.0011,0.0387,,4e-04,4e-04,0.0063,5e-04,1e-04,,,0.0012,,,,2e-04,0.0021,1e-04,1e-15,NA,2e-08,0,NA,2e-05,1e-05,2e-54,0.03,0.06,NA,NA,6e-14,NA,NA,NA,0.2,0.1,0.01
mink1,MINK1,Proteins,0.9536,0.0021,0.0011,0.0305,,0.0034,1e-04,0.0034,0.001,2e-04,,,0.002,,,,0,0.0024,1e-04,1e-10,NA,0.001,2e-274,NA,5e-35,0.02,9e-27,0.01,0.001,NA,NA,2e-21,NA,NA,NA,0.9,0.02,0.02
mitd1,MITD1,Proteins,0.9475,0.0017,7e-04,0.0366,,0.0043,1e-04,0.0034,6e-04,1e-04,,,0.0027,,,,1e-04,0.002,1e-04,1e-07,NA,0.006,0,NA,1e-43,0.02,6e-27,0.02,0.03,NA,NA,2e-28,NA,NA,NA,0.6,0.4,0.08
mki67,MKI67,Proteins,0.9827,0.0015,1e-04,0.0083,,0.0017,0,0.0015,0.001,0,,,0.0013,,,,1e-04,0.0013,3e-04,1e-05,NA,0.1,5e-62,NA,1e-17,0.8,1e-09,2e-10,0.5,NA,NA,5e-14,NA,NA,NA,0.4,1,0.0003
mllt1,MLLT1,Proteins,0.9951,5e-04,5e-04,0.0011,,2e-04,1e-04,9e-04,1e-04,1e-04,,,1e-04,,,,0,0.0013,0,0.008,NA,1e-05,0.001,NA,0.005,0.1,7e-05,0.03,0.02,NA,NA,0.1,NA,NA,NA,0.9,1,0.2
mln,MLN,Proteins,0.8405,0.026,0.1051,0.0056,,0.0103,2e-04,0.0013,0.0022,0.0057,,,4e-04,,,,0,0.0014,0.0013,6e-258,NA,0,4e-48,NA,3e-114,0.003,1e-09,1e-16,7e-65,NA,NA,2e-06,NA,NA,NA,0.8,0.8,6e-16
mme,MME,Proteins,0.8762,0.0044,0.0072,0.0022,,0.0445,5e-04,0.0013,0.0585,0.0033,,,1e-04,,,,1e-04,0.0017,1e-04,6e-35,NA,2e-16,3e-14,NA,0,2e-06,2e-09,0,3e-36,NA,NA,0.1,NA,NA,NA,0.5,0.7,0.08
mmp1,MMP1,Proteins,0.9671,0.0057,0.0103,0.0021,,0.003,1e-04,8e-04,0,0.0061,,,0.0026,,,,2e-04,0.0016,3e-04,6e-34,NA,9e-96,9e-11,NA,6e-29,0.03,0.0003,0.2,6e-58,NA,NA,5e-26,NA,NA,NA,0.3,0.9,0.0006
mmp10,MMP10,Proteins,0.9541,0.0027,0.0028,0.0019,,0.0104,1e-04,0.0014,0.0057,0.0147,,,0.0046,,,,0,0.0013,2e-04,1e-11,NA,0.5,4e-10,NA,4e-102,0.05,3e-09,1e-29,6e-143,NA,NA,3e-46,NA,NA,NA,0.9,1,0.001
mmp12,MMP12,Proteins,0.7967,0.0021,0.1405,0.0026,,0.0031,0.002,0.002,3e-04,0.0434,,,3e-04,,,,0,0.0017,0.0052,1e-10,NA,0,4e-20,NA,4e-38,4e-25,3e-18,0.0003,0,NA,NA,2e-05,NA,NA,NA,0.9,0.6,2e-62
mmp13,MMP13,Proteins,0.9642,0.0014,0.0148,7e-04,,0.0084,1e-04,2e-04,0.0081,2e-04,,,2e-04,,,,1e-04,0.0013,3e-04,4e-06,NA,1e-95,0.06,NA,7e-81,0.07,0.5,2e-33,0.003,NA,NA,0.001,NA,NA,NA,0.3,1,0.0005
mmp15,MMP15,Proteins,0.9954,0.0012,3e-04,6e-04,,3e-04,0,3e-04,3e-04,0,,,1e-04,,,,1e-04,0.0015,0,4e-08,NA,0.0007,0.2,NA,0.0007,0.7,0.2,0.0007,0.2,NA,NA,0.07,NA,NA,NA,0.3,1,0.4
mmp3,MMP3,Proteins,0.5999,0.0036,0.0013,0.0015,,0,9e-04,0.0021,0.3806,0.0068,,,2e-04,,,,1e-04,0.0017,0.0012,1e-22,NA,8e-21,2e-14,NA,0.6,3e-16,8e-27,0,3e-106,NA,NA,4e-05,NA,NA,NA,0.2,0.01,4e-21
mmp7,MMP7,Proteins,0.8762,0.0023,0.075,0.0056,,0.0098,0.0012,5e-04,0.0138,0.0078,,,0.0024,,,,1e-04,0.0013,0.0038,2e-10,NA,0,7e-45,NA,2e-103,1e-14,0.007,9e-144,7e-83,NA,NA,2e-26,NA,NA,NA,0.3,1,6e-41
mmp8,MMP8,Proteins,0.9036,0.0049,5e-04,0.0281,,0.0258,8e-04,0.0115,0.0062,0.0137,,,0.0026,,,,1e-04,0.0017,7e-04,7e-36,NA,0.4,2e-266,NA,9e-265,4e-10,6e-109,8e-61,7e-143,NA,NA,3e-28,NA,NA,NA,0.6,0.7,1e-08
mmp9,MMP9,Proteins,0.8966,0.0071,5e-04,0.0175,,0.0265,8e-04,0.0106,0.0145,0.0218,,,0.0017,,,,1e-04,0.0018,7e-04,5e-65,NA,0.005,8e-162,NA,4e-272,1e-09,5e-100,4e-147,2e-224,NA,NA,5e-19,NA,NA,NA,0.5,0.6,2e-08
mmut,MMUT,Proteins,0.9897,0.0012,5e-04,0.0044,,1e-04,3e-04,7e-04,4e-04,0.001,,,4e-04,,,,1e-04,0.0014,0,2e-05,NA,0.0005,3e-28,NA,0.1,0.0004,0.003,0.004,6e-11,NA,NA,2e-05,NA,NA,NA,0.8,1,0.7
mn1,MN1,Proteins,0.9958,5e-04,2e-04,4e-04,,7e-04,0,2e-04,4e-04,5e-04,,,0,,,,1e-04,0.0012,0,0.03,NA,0.02,0.5,NA,8e-08,0.9,0.8,0.0005,2e-06,NA,NA,0.9,NA,NA,NA,0.4,1,0.7
mnat1,MNAT1,Proteins,0.9912,0.0018,0.001,0.0026,,8e-04,2e-04,7e-04,2e-04,1e-04,,,0,,,,0,0.0014,0,6e-13,NA,3e-11,2e-14,NA,2e-08,0.004,0.0009,0.005,0.1,NA,NA,0.9,NA,NA,NA,0.8,0.9,0.5
mnda,MNDA,Proteins,0.8619,0.0033,0,0.0938,,0.0087,2e-04,0.0111,0.0056,0.004,,,0.0081,,,,2e-04,0.0029,2e-04,3e-33,NA,0.7,0,NA,8e-95,0.001,3e-109,1e-61,4e-45,NA,NA,2e-88,NA,NA,NA,0.06,0.0001,0.001
mocs2,MOCS2,Proteins,0.9393,0.0022,0.0041,0.0261,,0.0134,0,0.0047,0.0046,3e-04,,,0.0029,,,,0,0.0023,1e-04,2e-11,NA,2e-26,4e-231,NA,2e-131,0.5,2e-38,5e-31,0.0002,NA,NA,7e-30,NA,NA,NA,0.9,0.04,0.07
mog,MOG,Proteins,0.8321,0.0096,0.0701,0.032,,0.0381,0.001,0.0033,0.0068,0.004,,,1e-04,,,,0,0.0017,0.0014,1e-85,NA,0,0,NA,0,9e-13,2e-30,1e-41,5e-47,NA,NA,0.08,NA,NA,NA,1,0.6,1e-17
morc3,MORC3,Proteins,0.9895,5e-04,1e-04,0.0056,,0,0,0.0016,0,0,,,3e-04,,,,4e-04,0.002,0,0.002,NA,0.1,2e-40,NA,0.3,0.5,2e-10,0.6,0.8,NA,NA,0.0001,NA,NA,NA,0.005,0.4,0.2
morf4l1,MORF4L1,Proteins,0.9955,0.001,4e-04,6e-04,,3e-04,0,5e-04,2e-04,4e-04,,,1e-04,,,,0,0.0011,0,0.003,NA,6e-05,0.2,NA,0.0007,0.7,0.04,0.03,8e-05,NA,NA,0.1,NA,NA,NA,0.9,1,0.8
morf4l2,MORF4L2,Proteins,0.9932,0.0011,1e-04,8e-04,,6e-04,4e-04,2e-04,0,0.0019,,,0,,,,0,0.0016,1e-04,4e-05,NA,0.06,0.03,NA,2e-07,0.0001,0.5,0.7,9e-19,NA,NA,0.5,NA,NA,NA,1,0.9,0.06
morn4,MORN4,Proteins,0.9958,9e-04,2e-04,0.0014,,0,1e-04,5e-04,0,0,,,1e-04,,,,1e-04,9e-04,0,0.02,NA,0.009,2e-05,NA,0.6,0.1,0.02,0.2,0.2,NA,NA,0.1,NA,NA,NA,0.6,1,0.7
mphosph8,MPHOSPH8,Proteins,0.9622,0.0023,0.001,0.0198,,0.0061,2e-04,0.0024,9e-04,2e-04,,,0.0029,,,,1e-04,0.0019,0,8e-12,NA,0.0005,4e-167,NA,1e-59,0.005,6e-17,0.01,0.004,NA,NA,3e-29,NA,NA,NA,0.4,0.6,0.3
mpi,MPI,Proteins,0.9438,0.0084,0.0032,0.0207,,0.0066,1e-04,0.0033,0.0017,4e-04,,,0.0093,,,,3e-04,0.0021,0,4e-71,NA,5e-19,2e-182,NA,3e-66,0.02,7e-26,0.0007,9e-06,NA,NA,6e-93,NA,NA,NA,0.03,0.4,0.7
mpig6b,MPIG6B,Proteins,0.9666,0.0023,5e-04,0.0135,,0.0017,3e-04,0.0054,5e-04,2e-04,,,0.0067,,,,1e-04,0.002,0,1e-09,NA,0.4,5e-113,NA,3e-18,0.0001,1e-44,0.7,0.002,NA,NA,4e-66,NA,NA,NA,0.3,0.4,0.2
mpo,MPO,Proteins,0.9203,0.0023,0.0016,0.0225,,0.0438,5e-04,0.0022,1e-04,0.0011,,,0.0021,,,,0,0.0015,0.0017,2e-07,NA,6e-17,1e-205,NA,0,2e-06,5e-17,0.9,3e-13,NA,NA,3e-23,NA,NA,NA,0.9,0.9,5e-19
mprip,MPRIP,Proteins,0.9805,0.0013,0.0023,0.002,,0.0094,0,8e-04,0.0021,1e-04,,,2e-04,,,,0,0.0013,0,4e-06,NA,0.004,5e-10,NA,2e-90,0.6,0.0002,0.2,0.01,NA,NA,0.003,NA,NA,NA,1,1,0.7
mrc1,MRC1,Proteins,0.8294,0.007,0.0608,0.004,,0.0817,0.0018,6e-04,0.0052,0.0022,,,0.0019,,,,2e-04,0.0014,0.0036,1e-45,NA,0,3e-33,NA,0,5e-22,0.0005,1e-44,5e-27,NA,NA,3e-23,NA,NA,NA,0.2,0.7,1e-42
mri1,MRI1,Proteins,0.941,0.0029,0.0018,0.026,,0.0013,1e-04,0.0101,0.0114,2e-04,,,0.0028,,,,2e-04,0.0021,1e-04,7e-13,NA,0.0004,1e-229,NA,3e-14,0.1,8e-89,1e-97,0.007,NA,NA,1e-28,NA,NA,NA,0.07,0.2,0.01
mrpl24,MRPL24,Proteins,0.9934,0.0019,8e-04,4e-04,,0.0016,1e-04,2e-04,1e-04,0,,,0,,,,2e-04,0.0012,1e-04,1e-11,NA,3e-08,0.6,NA,1e-16,0.1,0.7,0.2,0.1,NA,NA,0.3,NA,NA,NA,0.2,1,0.01
mrpl28,MRPL28,Proteins,0.9976,4e-04,1e-04,3e-04,,0,1e-04,2e-04,1e-04,2e-04,,,0,,,,1e-04,9e-04,0,0.06,NA,0.2,0.9,NA,0.8,0.1,0.6,0.4,0.009,NA,NA,0.4,NA,NA,NA,0.5,1,0.3
mrpl46,MRPL46,Proteins,0.993,8e-04,3e-04,0.0019,,7e-04,0,3e-04,2e-04,2e-04,,,6e-04,,,,3e-04,0.0016,0,0.005,NA,0.0008,3e-09,NA,1e-07,0.2,0.4,0.008,0.002,NA,NA,2e-07,NA,NA,NA,0.03,1,0.8
mrpl52,MRPL52,Proteins,0.9965,8e-04,0,5e-04,,0,2e-04,4e-04,1e-04,1e-04,,,0,,,,1e-04,0.0012,1e-04,3e-05,NA,0.6,0.4,NA,0.5,0.01,0.09,0.2,0.04,NA,NA,0.5,NA,NA,NA,0.5,1,0.1
mrpl58,MRPL58,Proteins,0.9839,0.0017,1e-04,0.0035,,0.0061,0,0.0014,5e-04,1e-04,,,8e-04,,,,1e-04,0.0017,0,4e-08,NA,0.04,3e-22,NA,3e-60,0.9,5e-09,7e-06,0.02,NA,NA,4e-09,NA,NA,NA,0.6,0.6,0.2
mrps16,MRPS16,Proteins,0.9913,0.0025,3e-04,5e-04,,1e-04,0,4e-04,0.0034,8e-04,,,0,,,,0,7e-04,0,6e-15,NA,0.007,0.4,NA,0.1,0.2,0.2,3e-31,2e-09,NA,NA,0.9,NA,NA,NA,1,1,0.7
msln,MSLN,Proteins,0.8684,0.0113,0.0362,0.0031,,0.0011,7e-04,4e-04,3e-04,0.0716,,,0.0026,,,,1e-04,0.0017,0.0025,9e-91,NA,0,6e-22,NA,9e-14,2e-09,0.05,0.0007,0,NA,NA,9e-30,NA,NA,NA,0.6,0.7,3e-28
mslnl,MSLNL,Proteins,0.9937,0.0017,8e-04,6e-04,,2e-04,0,2e-04,0.0011,5e-04,,,0,,,,1e-04,0.0011,1e-04,6e-09,NA,1e-07,0.2,NA,0.006,0.2,0.6,1e-09,5e-06,NA,NA,0.8,NA,NA,NA,0.8,1,0.05
msmb,MSMB,Proteins,0.8176,0.013,0.0162,0.0025,,0.0017,7e-04,0.0014,0.104,0.0395,,,0.0012,,,,1e-04,0.0014,7e-04,9e-124,NA,4e-180,5e-18,NA,7e-21,6e-10,1e-10,0,0,NA,NA,3e-15,NA,NA,NA,0.7,0.8,6e-10
msr1,MSR1,Proteins,0.8106,0.0044,0.1034,0.0041,,0.0665,0.0018,3e-04,6e-04,7e-04,,,1e-04,,,,1e-04,0.0014,0.0062,5e-37,NA,0,7e-35,NA,0,5e-22,0.2,0.06,3e-09,NA,NA,0.02,NA,NA,NA,0.7,0.8,8e-73
msra,MSRA,Proteins,0.9531,0.0021,0.0012,0.0268,,0.0055,0,0.0029,0.0012,4e-04,,,0.0044,,,,1e-04,0.0023,0,2e-07,NA,0.5,3e-239,NA,2e-55,0.8,1e-22,0.08,2e-05,NA,NA,5e-45,NA,NA,NA,0.8,0.2,0.2
mst1,MST1,Proteins,0.9775,0.0056,0.0015,0.0023,,0.006,0.0011,5e-04,0.0017,0.002,,,4e-04,,,,0,0.0013,1e-04,6e-22,NA,0.03,2e-12,NA,4e-58,3e-12,0.04,0.0007,1e-20,NA,NA,2e-05,NA,NA,NA,1,1,0.03
mstn,MSTN,Proteins,0.7897,0.0104,0.0026,0.0015,,0.0069,0,8e-04,0.1778,0.0022,,,0.0063,,,,2e-04,0.0014,3e-04,2e-105,NA,3e-09,1e-08,NA,3e-81,0.1,9e-06,0,1e-27,NA,NA,4e-74,NA,NA,NA,0.1,0.9,0.0003
mtdh,MTDH,Proteins,0.9518,0.003,3e-04,0.0152,,0.0204,0,0.0019,0.0034,0,,,0.0021,,,,0,0.0018,0,2e-13,NA,0.4,8e-127,NA,1e-194,0.4,8e-13,5e-31,0.4,NA,NA,1e-21,NA,NA,NA,0.9,0.5,0.2
mthfd2,MTHFD2,Proteins,0.9927,0.0012,3e-04,9e-04,,0.002,0,2e-04,9e-04,2e-04,,,0,,,,1e-04,0.0014,1e-04,2e-07,NA,0.0003,0.004,NA,1e-20,0.5,0.6,1e-09,0.009,NA,NA,0.6,NA,NA,NA,0.6,0.9,0.1
mthfsd,MTHFSD,Proteins,0.9569,0.0031,0.0016,0.0215,,0.0059,2e-04,0.0047,0.0012,6e-04,,,0.0018,,,,3e-04,0.0019,1e-04,5e-18,NA,3e-08,1e-186,NA,7e-59,0.001,4e-38,6e-05,2e-07,NA,NA,2e-19,NA,NA,NA,0.01,0.3,0.02
mtif3,MTIF3,Proteins,0.9713,0.0038,6e-04,0.0108,,0.0059,0,0.0016,7e-04,1e-04,,,0.0031,,,,1e-04,0.002,0,2e-22,NA,0.02,1e-87,NA,2e-58,0.9,4e-11,0.001,0.07,NA,NA,9e-32,NA,NA,NA,0.3,0.2,0.9
mtpn,MTPN,Proteins,0.9916,0.0011,2e-04,0.0033,,6e-04,3e-04,8e-04,3e-04,2e-04,,,2e-04,,,,2e-04,0.0012,0,3e-08,NA,0.8,7e-20,NA,5e-07,0.0005,0.0002,0.05,0.001,NA,NA,0.01,NA,NA,NA,0.2,1,0.8
mtr,MTR,Proteins,0.9947,0.0011,3e-04,0.0018,,1e-04,2e-04,2e-04,0,7e-04,,,0,,,,1e-04,9e-04,0,2e-06,NA,0.001,1e-08,NA,0.1,0.01,0.8,0.3,3e-08,NA,NA,0.6,NA,NA,NA,0.6,1,0.2
mtss1,MTSS1,Proteins,0.9303,0.0016,0.0016,0.0471,,0.0029,0.0011,0.0098,0.002,5e-04,,,0,,,,5e-04,0.0026,0,3e-06,NA,3e-07,0,NA,1e-30,6e-13,1e-89,9e-12,1e-06,NA,NA,0.6,NA,NA,NA,0.0005,0.001,0.2
mtss2,MTSS2,Proteins,0.946,0.0018,0.0017,0.0313,,0.0043,1e-04,0.0081,0.0021,7e-04,,,0.0018,,,,1e-04,0.002,1e-04,5e-06,NA,4e-08,7e-284,NA,8e-44,0.1,3e-71,3e-12,4e-08,NA,NA,9e-20,NA,NA,NA,0.4,0.2,0.07
mtus1,MTUS1,Proteins,0.929,0.0019,0.0033,0.0026,,0.0349,8e-04,0.0014,0.0217,0.0021,,,5e-04,,,,1e-04,0.0013,4e-04,2e-08,NA,5e-20,5e-16,NA,0,1e-09,2e-09,1e-199,2e-22,NA,NA,3e-06,NA,NA,NA,0.6,1,2e-05
muc13,MUC13,Proteins,0.9202,0.0034,0.0158,0.0014,,0.0152,5e-04,6e-04,0.0043,0.0013,,,0.0347,,,,1e-04,0.0018,6e-04,2e-18,NA,8e-135,4e-06,NA,1e-150,7e-07,0.003,2e-22,2e-14,NA,NA,0,NA,NA,NA,0.3,0.7,4e-07
muc16,MUC16,Proteins,0.9859,0.0018,0.0061,8e-04,,2e-04,0,3e-04,0.0021,1e-04,,,0,,,,1e-04,0.0026,0,3e-12,NA,5e-40,0.03,NA,0.005,0.6,0.4,0.5,0.1,NA,NA,0.2,NA,NA,NA,0.4,0.07,0.7
muc2,MUC2,Proteins,0.9792,0.0043,0.0095,0.0019,,6e-04,0,3e-04,0.0014,0,,,1e-04,,,,1e-04,0.0024,1e-04,6e-17,NA,3e-87,1e-09,NA,5e-07,0.6,0.4,1e-09,0.2,NA,NA,0.1,NA,NA,NA,0.3,0.06,0.02
mucl3,MUCL3,Proteins,0.9947,5e-04,6e-04,0.001,,1e-04,0,1e-04,0.0018,2e-04,,,1e-04,,,,1e-04,8e-04,0,0.02,NA,3e-06,0.002,NA,0.06,0.7,1,1e-17,0.006,NA,NA,0.08,NA,NA,NA,0.6,1,0.3
mvk,MVK,Proteins,0.8927,0.0053,0.0032,0.0145,,0.0469,3e-04,0.0041,0.0242,0.0061,,,8e-04,,,,0,0.0018,1e-04,1e-17,NA,2e-18,8e-130,NA,0,0.0001,1e-34,2e-230,6e-64,NA,NA,2e-09,NA,NA,NA,0.9,0.5,0.05
mxra8,MXRA8,Proteins,0.7728,0.0173,0.0626,0.0025,,0.074,0.0022,0.0027,0.0522,0.0116,,,0,,,,0,0.0018,3e-04,4e-125,NA,0,3e-19,NA,0,2e-27,2e-25,0,3e-138,NA,NA,0.1,NA,NA,NA,1,0.1,4e-05
mybpc1,MYBPC1,Proteins,0.7889,0.0077,0.0611,0.002,,0.0241,1e-04,3e-04,0.0777,1e-04,,,0.0321,,,,2e-04,0.0025,0.0033,2e-24,NA,0,6e-14,NA,4e-283,0.03,0.08,0,0.005,NA,NA,0,NA,NA,NA,0.1,0.0005,3e-41
mybpc2,MYBPC2,Proteins,0.8813,0.0035,6e-04,9e-04,,0.0113,1e-04,6e-04,0.0934,9e-04,,,0.0045,,,,1e-04,0.0017,9e-04,5e-23,NA,3e-08,0.001,NA,8e-118,0.008,0.002,0,9e-11,NA,NA,9e-49,NA,NA,NA,0.6,0.7,2e-11
mycbp2,MYCBP2,Proteins,0.9453,8e-04,2e-04,0.0339,,0.0081,1e-04,0.0081,6e-04,1e-04,,,3e-04,,,,3e-04,0.0023,0,0.0002,NA,0.2,5e-309,NA,4e-82,0.01,5e-72,8e-06,0.04,NA,NA,0.0005,NA,NA,NA,0.03,0.05,0.5
mydgf,MYDGF,Proteins,0.9498,0.0045,0.0013,0.0187,,0.0142,0,0.0024,9e-04,7e-04,,,0.0052,,,,1e-04,0.0022,0,2e-19,NA,1e-05,4e-165,NA,3e-141,0.8,5e-18,0.07,3e-08,NA,NA,3e-53,NA,NA,NA,0.8,0.1,0.3
myh4,MYH4,Proteins,0.996,4e-04,3e-04,5e-04,,4e-04,0,2e-04,3e-04,2e-04,,,0,,,,2e-04,0.0014,1e-04,0.05,NA,0.0002,0.3,NA,8e-05,0.5,0.7,0.0009,0.006,NA,NA,0.9,NA,NA,NA,0.07,1,0.1
myh7b,MYH7B,Proteins,0.9947,0.0012,8e-04,5e-04,,3e-04,0,2e-04,8e-04,1e-04,,,0,,,,1e-04,0.0013,0,0.0004,NA,1e-08,0.5,NA,0.0002,0.4,0.8,6e-09,0.07,NA,NA,0.3,NA,NA,NA,0.7,1,0.5
myh9,MYH9,Proteins,0.9514,0.0022,0.0022,0.0195,,0.0132,8e-04,0.0047,0.0031,1e-04,,,5e-04,,,,2e-04,0.0021,0,3e-07,NA,4e-07,1e-171,NA,1e-130,3e-09,1e-39,3e-16,0.01,NA,NA,5e-06,NA,NA,NA,0.09,0.2,0.4
myl1,MYL1,Proteins,0.9619,0.0012,1e-04,9e-04,,0.0018,1e-04,3e-04,0.0315,1e-04,,,3e-04,,,,0,0.0012,5e-04,0.001,NA,0.01,0.01,NA,1e-18,0.02,0.3,6e-294,0.05,NA,NA,0.0001,NA,NA,NA,0.9,1,6e-06
myl3,MYL3,Proteins,0.8192,0.008,0.0574,0.0018,,0.0225,1e-04,0.0011,0.0703,0,,,0.0153,,,,1e-04,0.0022,0.002,1e-25,NA,0,3e-11,NA,1e-248,0.008,1e-07,0,0.7,NA,NA,2e-170,NA,NA,NA,0.4,0.03,2e-24
myl4,MYL4,Proteins,0.9043,0.0021,5e-04,0.0391,,0.0072,7e-04,0.0022,0.0408,5e-04,,,0,,,,1e-04,0.002,6e-04,1e-12,NA,1e-05,0,NA,3e-74,5e-09,1e-16,0,2e-06,NA,NA,0.7,NA,NA,NA,0.3,0.3,4e-07
myl6b,MYL6B,Proteins,0.9915,0.0018,0,0.0011,,1e-04,1e-04,3e-04,0,0.0037,,,1e-04,,,,1e-04,0.0011,2e-04,2e-05,NA,0.9,0.0005,NA,0.07,0.06,0.2,0.3,1e-35,NA,NA,0.06,NA,NA,NA,0.8,1,0.005
mylpf,MYLPF,Proteins,0.8902,0.0033,0.0012,0.0016,,0.0061,2e-04,3e-04,0.0917,6e-04,,,0.0027,,,,2e-04,0.0013,7e-04,5e-12,NA,5e-13,5e-08,NA,3e-64,0.003,0.3,0,2e-07,NA,NA,1e-29,NA,NA,NA,0.1,0.9,1e-08
myo6,MYO6,Proteins,0.9933,7e-04,0,0.0033,,3e-04,0,8e-04,0,0,,,0,,,,0,0.0015,1e-04,1e-05,NA,0.2,4e-20,NA,0.0009,0.9,0.0001,0.6,0.5,NA,NA,1,NA,NA,NA,0.9,0.9,0.1
